horse_name,horse_home,horse_sex,horse_dob,horse_age,horse_class,horse_group,horse_trainer,horse_owner,horse_dad,horse_mom,race_count,first,second,one_yr_count,one_yr_first,one_yr_second,horse_earned_money,horse_rating,horse_price
더드림,한,거,2017/02/17,3,국6,48,김대근,고광숙,메니피,캐러멜캔디,3,0,0,3,0,0,2000000,,0
더불어숲,한,거,2015/03/01,5,국3,25,전승규,이관형,스트라이크어게인,블랙토네이도,16,3,4,9,1,1,165780000,58, 0
더블골드,한,거,2015/02/24,5,국4,13,이희영,오왕근,시에로골드,금상어,26,2,0,11,0,0,79600000,36, 0
더블던다스,한,거,2016/02/15,4,국6,04,박윤규,강현찬,윈체스터,하이패션부츠,6,0,0,6,0,0,0,,0
더블퀸,한,암,2016/04/04,4,국6,11,조현수,신윤경,인그란디어,더블더골드,5,0,0,4,0,0,0,,20000
더비스트,한,수,2017/05/10,3,국6,27,박병일,한명로,오피서,컨셉리처블,5,0,0,5,0,0,7250000,,0
더스파이커,미,수,2016/04/26,4,외3,14,이신영,일진코스메틱,언캡처드,POPULARAFTERSCHOOL,12,0,2,10,0,1,58800000,51, 0
더퀸제이,한,암,2017/03/22,3,국6,99,휴양마,(주)인펨,메니피,유툭마보이즈머니,2,0,0,2,0,0,0,,0
더킹클래스,한,거,2017/05/09,3,국5,44,김학수,임정균,채플로열,토니투스완,2,0,2,2,0,2,18100000,27, 0
더트서퍼,미,거,2017/05/15,3,외4,23,유재길,서순배,LOOKIN AT LUCKY,MIDTOWN MISS,4,0,0,4,0,0,7800000,37, 0
던잇퀸,한,암,2017/04/11,3,국미,32,김윤섭,제주축산개발,스트라이크어게인,돈잇마이웨이,0,0,0,0,0,0,0,,0
데리안플라이,한,암,2017/04/17,3,국6,21,임봉춘,(주)자성실업,티즈원더풀,데리안스카이,1,0,0,1,0,0,0,,0
델타브라더,한,수,2016/03/04,4,국4,31,강환민,이성인,와이와이와이,미스존즈,11,3,1,10,3,1,94200000,44, 0
델타케이,한,거,2014/03/31,6,국4,17,김점오,강균호,맘보트레인,쇼우타임,31,2,5,10,0,2,155000000,46, 0
도끼블레이드,한,수,2016/03/22,4,국2,18,박대흥,김형란,오피서,앨리스프레모,10,4,3,6,3,1,275950000,78, 0
독도사랑,한,암,2017/04/03,3,국6,40,송문길,황영금,컬러즈플라잉,터치마이하트,0,0,0,0,0,0,0,,0
독도지기,한,수,2015/05/04,5,국1,40,송문길,황영금,피스룰즈,필와츠리얼,13,8,2,6,3,1,542400000,101, 0
독보천하,한,암,2017/03/14,3,국4,29,배휴준,김진영a,포리스트캠프,코인도르,5,1,2,5,1,2,55800000,42, 0
돌격앞으로,미,암,2016/04/17,4,외4,16,최봉주,민홍기,MACLEAN'S MUSIC,ONE PEAK,11,0,1,11,0,1,39000000,46, 0
돌아온날리,미,수,2014/03/18,6,외3,41,신삼영,태희종합건설,ALGORITHMS,WHITELACENPROMISES,25,1,2,7,0,1,136200000,63, 0
돌아온불패,미,수,2017/03/04,3,외4,14,이신영,정영식,MORE THAN READY,ING ROOM,1,0,0,1,0,0,3750000,38, 0
돌아온뽀빠이,미,거,2017/05/20,3,외4,08,최용구,이영해,CONSTITUTION,NAUGHTY HOLIDAY,3,0,0,3,0,0,25350000,41, 0
돌아온셀라,한,암,2017/05/05,3,국6,54,박천서,손학봉,원쿨캣,셀라,2,0,0,2,0,0,0,,0
돌콩,미,수,2014/03/13,6,외1,20,배대선,이태인,AFLEET ALEX,SWAMPOODLE,14,8,3,3,2,0,1421300000,132, 0
동방의기억,호,수,2014/09/28,6,외3,30,토니,함춘,REWARD FOR EFFORT,MALAKINI,17,0,5,11,0,2,92700000,56, 0
동작,한,거,2016/03/22,4,국4,50,박재우,씨유네트워크,한센,원앤드트웬티,18,2,0,11,0,0,65160000,36, 15000
동쪽글로리,한,거,2017/03/17,3,국5,99,휴양마,김영구,애니기븐새터데이,어너러리갤럽,6,1,0,6,1,0,14710000,3, 0
두둥이,한(포),수,2016/04/11,4,국6,06,홍대유,김정숙,MORNING LINE,그랜드데임,4,0,0,4,0,0,0,,0
두리,한,암,2015/03/14,5,국5,52,김동균,배석두,유로실버,찬스뷰티,13,1,2,10,1,2,48040000,33, 0
두만강,한,암,2013/03/13,7,국4,17,김점오,문창완,엑스플로잇,캡쳐어스타,42,2,2,12,0,2,116500000,38, 0
두손왕자,한,수,2015/05/09,5,국3,50,박재우,이도명,피스룰즈,언큐어드디자이어,27,3,3,10,2,0,154990000,51, 0
드래곤보트,한,거,2016/02/24,4,국4,03,최영주,박성구,프라이빗보우,워존챔프,12,2,2,10,2,0,90400000,47, 0
드림걸스,한,암,2017/03/09,3,국6,05,우창구,드림커뮤니티,한센,검화,2,0,0,2,0,0,5100000,,0
드림머니,한,거,2016/05/04,4,국5,04,박윤규,박덕희,원쿨캣,컨셉리처블,16,1,1,11,1,1,26080000,29, 0
드림패션,한,수,2017/04/30,3,국6,27,박병일,드림커뮤니티,올드패션드,본프로스펙터,2,0,0,2,0,0,4400000,,0
드림포레,한(포),수,2017/03/08,3,국5,52,김동균,드림커뮤니티,SHACKLEFORD,메이크잇애니웨어,2,1,1,2,1,1,30800000,33, 0
드림퓨처,한,암,2017/05/29,3,국6,99,휴양마,손병현,디바인파크,기리업개드플라이,1,0,0,1,0,0,0,,0
디데이플라이,한,수,2017/05/08,3,국미,25,전승규,(주)자성실업,포리스트캠프,디데이,0,0,0,0,0,0,0,,0
디바인파워,한,수,2017/03/04,3,국미,02,손영표,류재욱,디바인파크,미래스타,0,0,0,0,0,0,0,,40000
디바인플라이,한,암,2017/03/28,3,국미,99,휴양마,(주)자성실업,시에로골드,디바인러브,0,0,0,0,0,0,0,,0
디에코,한,암,2017/04/03,3,국6,48,김대근,안희철,피스룰즈,오리엔탈패스,5,0,0,5,0,0,16200000,,0
디케이나린,미,거,2017/02/17,3,외3,03,최영주,표종순,NEW YEAR'S DAY,IMPRACTICAL,7,1,2,7,1,2,65700000,57, 0
디케이마루,미,수,2017/01/23,3,외4,13,이희영,표종진,SHACKLEFORD,EUCLASE,3,0,0,3,0,0,0,3, 16000
디케이미르,미,거,2017/03/04,3,외4,27,박병일,표종순,PALACE MALICE,NDYTUFT,2,0,0,2,0,0,0,38, 0
디케이별찌,미,거,2017/02/14,3,외4,07,구자흥,표종진,JACK MILTON,GOOD NEWS DAY,3,0,0,3,0,0,3750000,37,8500
디케이아리아,미,거,2017/04/23,3,외4,99,휴양마,표종진,EVEN THE SCORE,LIZZIELIZZIE,3,0,0,3,0,0,2400000,37,8000
디터미네이션,한,수,2017/02/25,3,국3,12,서범석,청메이칭,컬러즈플라잉,레이티스트스쿠프,6,3,0,6,3,0,153980000,56, 0
딕시어게인,한,거,2016/05/31,4,국3,14,이신영,정영식,엑톤파크,와일드딕시갤,5,3,0,5,3,0,88750000,57, 0
땡큐대천,한,수,2017/05/31,3,국6,99,휴양마,강용식,프라이빗보우,시홀리,3,0,0,3,0,0,2850000,,0
땡큐마더,한,암,2016/03/20,4,국4,33,서인석,강용식,메니피,인디언블루,13,1,4,10,0,3,87000000,39, 0
땡큐보스,미,암,2017/04/20,3,외4,08,최용구,강용식,STREET BOSS,AL RUFFIAN,4,0,0,4,0,0,0,36, 0
라스트매직,한,암,2016/04/10,4,국6,01,박종곤,이미양,스트롬버그칼슨,퀸카,3,0,1,3,0,1,8620000,,0
라오진,한,암,2016/02/18,4,국5,52,김동균,(주)삼건사,오피서,기적의천사,12,1,0,9,0,0,62200000,33, 0
라온댄서,한,암,2016/06/12,4,국5,01,박종곤,라온산업개발(주),선더모카신,머제스틱엠프리스,5,1,0,5,1,0,17280000,29, 0
라온돌풍,한(포),거,2015/04/04,5,국4,01,박종곤,라온건설,VICTOIRE PISA,미스콘체르토,29,0,5,13,0,3,103460000,44, 0
라온라이트맨,한,거,2017/03/01,3,국4,22,안병기,라온건설,머스킷맨,시더시,6,2,1,6,2,1,80200000,37, 0
라온매직,한,거,2014/04/04,6,국1,01,박종곤,라온산업개발(주),포리스트캠프,아이비스주얼스톤,21,8,0,7,1,0,346100000,92, 0
라온베스트맨,한,수,2017/04/30,3,국4,99,휴양마,라온건설,머스킷맨,미스콘체르토,3,2,0,3,2,0,64800000,4, 0
라온블러드,한,암,2017/02/05,3,국6,22,안병기,라온건설,머스킷맨,마이네샹젤리제,3,0,0,3,0,0,5200000,,0
라온빅맨,한,수,2017/03/07,3,국6,99,휴양마,라온산업개발(주),머스킷맨,인비저블티어스,2,0,0,2,0,0,0,,0
라온세레나,한,암,2016/02/26,4,국3,01,박종곤,라온산업개발(주),한센,검은나비,15,3,5,9,2,2,197850000,61, 0
라온스텔라,한(포),거,2016/02/26,4,국4,99,휴양마,라온건설,SHACKLEFORD,올콰이어트,12,2,1,7,2,1,59880000,41, 0
라온스톰,한,거,2016/04/08,4,국2,01,박종곤,라온건설,한센,영원한행복,9,5,2,7,4,1,206550000,71, 0
라온스페셜,한,암,2017/06/20,3,국6,99,휴양마,라온산업개발(주),머스킷맨,머제스틱엠프리스,1,0,0,1,0,0,0,,0
라온시리우스,한,거,2015/03/28,5,국3,14,이신영,라온산업개발(주),채플로열,영원한행복,18,3,1,11,2,0,121230000,51, 0
라온윌리엄스,한,암,2016/02/10,4,국4,22,안병기,라온산업개발(주),테스타마타,마이네샹젤리제,15,2,0,8,0,0,61550000,36, 0
라온제임스,한,거,2016/02/17,4,국5,99,휴양마,라온산업개발(주),테스타마타,라온나리,16,2,1,8,0,0,56080000,32, 0
라온조이,한,암,2016/03/31,4,국5,01,박종곤,라온건설,한센,엘란태리,11,0,0,8,0,0,11440000,25, 0
라온칸,한,거,2016/04/15,4,국3,01,박종곤,라온산업개발(주),오피서,검은태풍,12,3,1,9,3,1,100600000,53, 0
라온케빈,한,거,2016/02/03,4,국4,01,박종곤,라온산업개발(주),한센,라온발리,6,2,0,6,2,0,65400000,41, 0
라온탑맨,한,거,2017/03/19,3,국4,01,박종곤,라온건설,머스킷맨,라온챔버,5,1,2,5,1,2,63000000,39, 0
라온터프맨,한,수,2017/03/01,3,국4,01,박종곤,라온산업개발(주),머스킷맨,토미켄스프링,3,3,0,3,3,0,90000000,5, 20000
라온패션,한,거,2017/05/13,3,국6,01,박종곤,라온산업개발(주),올드패션드,토니위드앤아이,0,0,0,0,0,0,0,,0
라온패트릭,한,암,2016/02/05,4,국4,01,박종곤,라온산업개발(주),스파이큘,라온베티,11,3,0,8,3,0,77680000,44, 0
라온퍼스트,한,암,2017/03/11,3,국3,01,박종곤,라온산업개발(주),머스킷맨,핑크캔디,5,4,0,5,4,0,283650000,63, 0
라온프로센스,한,거,2015/04/15,5,국4,01,박종곤,라온건설,메니피,꿈이커,27,2,2,11,1,1,95180000,37, 0
라온하이,한,암,2017/03/30,3,국6,14,이신영,라온건설,머스킷맨,에스테반,3,0,0,3,0,0,13400000,,0
라온한니발,한,암,2016/04/21,4,국4,01,박종곤,라온산업개발(주),사이먼퓨어,퓨앤파비트윈,9,3,0,9,3,0,93800000,45, 0
라이드럭키,한,수,2017/03/13,3,국6,25,전승규,박덕희,포리스트캠프,퍼스트스테이지,1,0,0,1,0,0,3000000,,0
라이드맨,한,수,2017/02/23,3,국6,25,전승규,박덕희,록하드텐,애쉴리즈퀘스트,0,0,0,0,0,0,0,,0
라이드머니,미,거,2017/03/26,3,외미,25,전승규,박덕희,SHANGHAI BOBBY,CHEYENNE AUTUMN,0,0,0,0,0,0,0,,0
라이언록,한,수,2014/04/15,6,국1,14,이신영,정영식,엑톤파크,어리틀포크,20,6,1,5,1,0,274000000,84, 0
라이즈앤샤인,한,암,2015/04/30,5,국4,11,조현수,권영규,인그란디어,마이티마미,26,2,0,12,1,0,50080000,36, 0
라이징빅토리,한,암,2017/04/22,3,국6,99,휴양마,신우철,페더럴리스트,라이징에이스,4,0,0,4,0,0,7800000,,0
라이징삭스,한,암,2015/04/13,5,국4,99,휴양마,김창식,사이먼퓨어,헤이고져스,14,2,3,6,0,1,74400000,38, 0
라피도볼트,한,수,2017/03/10,3,국5,99,휴양마,허장원,오피서,영순위,5,1,0,5,1,0,18280000,3, 0
라피도아레스,한,암,2017/02/14,3,국6,99,휴양마,허장원,라이언메탈,트라피컬선셋,1,0,0,1,0,0,7800000,,0
라피도쿠스,한(포),거,2016/02/16,4,국2,40,송문길,허장원,SUCCESSFUL APPEAL,트라피컬선셋,12,5,1,8,2,1,227250000,73, 0
러닝복스,한,암,2016/03/28,4,국3,16,최봉주,오종환,지금이순간,달리자,8,3,2,8,3,2,100800000,53, 0
러브레이스,한,암,2016/05/19,4,국4,50,박재우,오종환,메니피,허니케익스,10,2,0,8,2,0,66200000,39, 0
러브위드미,한,암,2017/03/19,3,국6,20,배대선,서창식,애니기븐새터데이,파워풀미스지,3,0,0,3,0,0,0,,0
러블리챔프,한,암,2017/05/16,3,국미,07,구자흥,임민영,채플로열,허드슨밸리,0,0,0,0,0,0,0,,0
러블리헬멧,호,암,2015/09/11,5,외4,30,토니,이기선,HELMET,PASSILENTE,4,0,0,2,0,0,0,37, 0
러빙댄서,한,암,2017/04/25,3,국6,21,임봉춘,윤지중,머스킷맨,러빙엔젤,1,0,0,1,0,0,0,,0
러피언파크,한,수,2017/04/01,3,국6,16,최봉주,박종율,엑톤파크,러피언켈,5,0,0,5,0,0,7370000,,0
럭셔리골드,한,암,2017/02/19,3,국6,41,신삼영,김은갑,피스룰즈,차이나골드,0,0,0,0,0,0,0,,0
럭셔리데이,한,암,2017/04/30,3,국6,21,임봉춘,김은갑,애니기븐새터데이,쉬자와일드싱,0,0,0,0,0,0,0,,0
럭셔리캡틴,한,수,2017/04/04,3,국5,99,휴양마,김은갑,윈체스터,카이제린,3,1,1,3,1,1,26350000,31, 0
럭셔리파워,한,거,2016/03/24,4,국5,41,신삼영,김은갑,리미트리스비드,동서대륙,10,1,0,8,1,0,24800000,26, 0
럭셔리해피,한,암,2014/03/26,6,국3,41,신삼영,권용수,채플로열,럭셔리퀸,34,4,3,9,1,1,230500000,57, 0
럭키가드,한,거,2017/04/17,3,국6,99,휴양마,박정재,온이글즈윙즈,리커버유어솔,2,0,0,2,0,0,0,,0
럭키루키,한,수,2015/03/30,5,국2,05,우창구,(주)인펨,시에로골드,마그네틱플레이스,17,5,1,5,0,0,208150000,66, 0
럭키마이더스,한,수,2016/06/24,4,국5,32,김윤섭,조창규,클리어어템프트,마이더스런,12,1,1,11,1,1,36480000,34, 0
럭키명호,한,수,2017/02/27,3,국4,50,박재우,최기영,오피서,쇼미어게인,5,2,1,5,2,1,64600000,45, 0
럭키법전,한,수,2017/04/03,3,국4,50,박재우,최기영,한센,돈스피치,6,1,3,6,1,3,64550000,42, 0
럭키봉성,한,암,2016/05/13,4,국3,99,휴양마,최기영,한센,그랜드둘리,8,3,0,8,3,0,91200000,51, 0
