Date,Price,Open,High,Low,Change
"Jun 04, 2014",1391.86,1394.04,1395.95,1390.67,-0.21
"Jun 03, 2014",1394.78,1392.23,1396.82,1389.75,0.13
"Jun 02, 2014",1392.97,1390.97,1397.49,1389.65,0.11
"May 30, 2014",1391.45,1387.88,1393.39,1384.45,0.2
"May 29, 2014",1388.62,1388.15,1391.08,1386.11,-0.05
"May 28, 2014",1389.34,1394.66,1396.8,1387.44,-0.49
"May 27, 2014",1396.17,1396.67,1400.54,1392.34,-0.11
"May 26, 2014",1397.76,1395.81,1398.68,1393.53,0.03
"May 23, 2014",1397.28,1398.27,1399.74,1394.35,-0.15
"May 22, 2014",1399.4,1405.04,1406.47,1397.45,-0.45
"May 21, 2014",1405.79,1404.46,1410.14,1399.8,0.04
"May 20, 2014",1405.24,1400.17,1409.65,1399.86,0.25
"May 19, 2014",1401.74,1402.19,1404.55,1399.6,-0.02
"May 16, 2014",1402.07,1404.9,1409.84,1401.16,-0.24
"May 15, 2014",1405.45,1409.11,1410.89,1398.54,-0.31
"May 14, 2014",1409.76,1400.58,1411.66,1399.42,0.61
"May 13, 2014",1401.28,1408.76,1410.07,1399.05,-0.58
"May 12, 2014",1409.51,1407.83,1412.3,1407.62,0.02
"May 09, 2014",1409.25,1414.66,1418.99,1407.21,-0.44
"May 08, 2014",1415.52,1422.16,1430.5,1413.94,-0.5
"May 07, 2014",1422.57,1433.78,1434.61,1421.95,-0.84
"May 06, 2014",1434.65,1428.33,1437.34,1427.71,0.37
"May 05, 2014",1429.4,1427.92,1431.05,1427.2,0.04
"May 02, 2014",1428.84,1432.22,1433.44,1422.08,-0.32
"May 01, 2014",1433.41,1431.91,1435.48,1431.39,0.01
"Apr 30, 2014",1433.2,1422.3,1434.38,1421.78,0.71
"Apr 29, 2014",1423.03,1433.13,1434.47,1421.58,-0.74
"Apr 28, 2014",1433.68,1439.95,1441.75,1430.02,-0.46
"Apr 25, 2014",1440.3,1437.63,1442.07,1433.83,0.14
"Apr 24, 2014",1438.24,1435.97,1438.96,1432.48,0.13
"Apr 23, 2014",1436.41,1432.1,1439.94,1431.89,0.25
"Apr 22, 2014",1432.82,1432.38,1437.58,1429.99,-0.02
"Apr 21, 2014",1433.05,1432.37,1437.12,1431.47,-0.07
"Apr 18, 2014",1433.99,1433.69,1435.82,1430.41,-0.05
"Apr 17, 2014",1434.68,1434.27,1441.26,1429.71,-0.02
"Apr 16, 2014",1434.93,1437.0,1443.74,1432.79,-0.24
"Apr 15, 2014",1438.45,1436.19,1442.87,1435.03,0.11
"Apr 14, 2014",1436.9,1432.58,1441.53,1431.96,-0.08
"Apr 11, 2014",1438.0,1444.01,1448.93,1435.27,-0.45
"Apr 10, 2014",1444.56,1442.55,1445.7,1429.35,0.1
"Apr 09, 2014",1443.05,1451.27,1452.09,1434.02,-0.6
"Apr 08, 2014",1451.83,1449.7,1453.62,1445.06,0.1
"Apr 07, 2014",1450.45,1443.25,1451.31,1439.83,0.4
"Apr 04, 2014",1444.71,1450.68,1452.68,1440.72,-0.47
"Apr 03, 2014",1451.58,1455.34,1460.63,1448.87,-0.31
"Apr 02, 2014",1456.12,1459.09,1460.4,1453.76,-0.27
"Apr 01, 2014",1460.04,1465.7,1467.51,1457.28,-0.44
"Mar 31, 2014",1466.47,1470.3,1472.14,1462.08,-0.35
"Mar 28, 2014",1471.57,1472.34,1474.68,1464.75,-0.09
"Mar 27, 2014",1472.84,1480.8,1483.64,1471.05,-0.61
"Mar 26, 2014",1481.81,1491.72,1492.83,1480.26,-0.72
"Mar 25, 2014",1492.62,1491.21,1494.88,1482.96,0.07
"Mar 24, 2014",1491.57,1488.88,1495.55,1482.81,0.13
"Mar 21, 2014",1489.7,1482.79,1493.11,1482.47,0.36
"Mar 20, 2014",1484.32,1480.3,1491.19,1478.16,0.22
"Mar 19, 2014",1481.07,1489.33,1493.52,1477.84,-0.62
"Mar 18, 2014",1490.24,1485.26,1491.05,1483.63,0.25
"Mar 17, 2014",1486.52,1491.85,1493.97,1481.03,-0.27
"Mar 14, 2014",1490.56,1482.28,1493.62,1479.71,0.44
"Mar 13, 2014",1483.99,1487.79,1493.72,1479.82,-0.31
"Mar 12, 2014",1488.58,1476.16,1489.76,1475.21,0.79
"Mar 11, 2014",1476.84,1479.8,1480.88,1473.16,-0.29
"Mar 10, 2014",1481.09,1476.47,1483.17,1475.51,0.19
"Mar 07, 2014",1478.22,1474.63,1478.43,1468.81,0.18
"Mar 06, 2014",1475.52,1470.38,1476.9,1459.81,0.3
"Mar 05, 2014",1471.16,1472.04,1473.02,1466.36,-0.09
"Mar 04, 2014",1472.55,1469.29,1478.76,1468.97,0.18
"Mar 03, 2014",1469.88,1470.94,1482.23,1467.42,-0.14
"Feb 28, 2014",1471.99,1465.07,1474.49,1456.93,0.37
"Feb 27, 2014",1466.59,1458.54,1468.51,1457.59,0.51
"Feb 26, 2014",1459.1,1474.62,1477.03,1455.77,-1.16
"Feb 25, 2014",1476.27,1475.03,1478.22,1467.58,0.03
"Feb 24, 2014",1475.82,1472.28,1481.84,1471.43,0.11
"Feb 21, 2014",1474.25,1470.46,1477.36,1467.99,0.23
"Feb 20, 2014",1470.9,1462.8,1476.85,1462.4,0.5
"Feb 19, 2014",1463.53,1465.01,1472.12,1461.84,-0.16
"Feb 18, 2014",1465.91,1453.0,1467.94,1451.18,0.84
"Feb 17, 2014",1453.66,1454.82,1458.57,1449.43,-0.17
"Feb 14, 2014",1456.2,1457.84,1459.11,1449.52,-0.17
"Feb 13, 2014",1458.74,1443.66,1460.74,1441.31,0.98
"Feb 12, 2014",1444.54,1460.25,1461.88,1440.37,-1.1
"Feb 11, 2014",1460.55,1463.15,1466.8,1459.29,-0.24
"Feb 10, 2014",1464.0,1463.97,1465.24,1457.39,-0.12
"Feb 07, 2014",1465.76,1465.87,1468.21,1455.07,-0.05
"Feb 06, 2014",1466.42,1458.07,1469.78,1452.63,0.51
"Feb 05, 2014",1459.02,1464.68,1465.62,1452.73,-0.44
