Date,Price,Open,High,Low,Change
"Aug 13, 2012",1770.87,1772.11,1774.97,1768.37,-0.22
"Aug 10, 2012",1774.84,1761.64,1776.08,1758.66,0.67
"Aug 09, 2012",1762.97,1768.85,1771.42,1757.35,-0.38
"Aug 08, 2012",1769.73,1763.03,1772.25,1756.92,0.37
"Aug 07, 2012",1763.17,1759.57,1770.73,1753.82,0.18
"Aug 06, 2012",1760.03,1773.22,1777.99,1753.25,-0.87
"Aug 03, 2012",1775.53,1755.53,1776.84,1754.63,1.09
"Aug 02, 2012",1756.46,1750.56,1775.24,1750.11,0.28
"Aug 01, 2012",1751.48,1771.47,1772.73,1749.55,-1.18
"Jul 31, 2012",1772.38,1786.35,1787.71,1765.82,-0.83
"Jul 30, 2012",1787.14,1791.46,1792.26,1781.71,-0.33
